"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3.24397829254789,-1.93588425529549,1.06845270892099,-0.511077862518311,0.172351240323706,0.0111846985140691,-0.082835916860025,0.06810063961792
"2",2.24407702124217,0.282313785597583,-1.14404374866177,1.27676074227906,-1.12773939950574,0.895064126460681,-0.647096843794975,0.358010245269775
"3",1.52090469545636,1.41588521673653,-1.46190557805666,0.875837802886959,-0.350940980650315,0.0310862359447549,0.102751814375154,-0.0933861732482884
"4",1.00744946222663,1.84734807669174,-0.867481500192204,-0.134957867706298,0.608322247733615,-0.701523314353379,0.593682764822044,-0.349663229705815
"5",0.650365577774257,1.85543397678107,0.0144885485738255,-0.933864390106202,0.992751915469495,-0.746593603713078,0.47858812640708,-0.241256885528568
"6",0.407766623955657,1.63625029274542,0.824189170687046,-1.20849474819946,0.724799024684782,-0.24649913772075,-0.00648766962839259,0.0578881673889242
"7",0.247270347599282,1.32149650835876,1.38987955388989,-0.959912062591549,0.0647410025732085,0.397899220635818,-0.4729974823927,0.305867217620865
"8",0.14427987285731,0.99394766384488,1.66550659291412,-0.353157520294189,-0.630007772904834,0.80930304366183,-0.632557417518098,0.345898151397733
"9",0.0804860367002821,0.700417861972992,1.68140986931066,0.391143726837164,-1.05857206088323,0.784454821977986,-0.405762986805748,0.162275788543774
"10",0.0425755976827272,0.462416784704416,1.50674727235493,1.06947338241577,-1.05749854551248,0.339486104405372,0.0787106786393375,-0.135464250335829
"11",0.0211300681078641,0.28471217326258,1.222270043966,1.53778223208619,-0.623065410442151,-0.32342473874839,0.560590711749619,-0.374834332916109
"12",0.0096999197194449,0.162011224498522,0.902076030577749,1.72889846383667,0.110761213635102,-0.90164516246134,0.765936639303712,-0.403798447967262
"13",0.00403891304881841,0.0839738564240874,0.602969924900262,1.65035676956176,0.924503841880435,-1.10349153729903,0.532384908158664,-0.169952869415965
"14",0.00148330054528938,0.0387707957850673,0.360059280509725,1.36802291537475,1.58126318214512,-0.759002716699422,-0.0924260421013236,0.229853960846668
"15",0.000460653617844825,0.0153994405464437,0.187215082205075,0.980888468170165,1.89650054924728,0.096355885289621,-0.813384010130945,0.554800143889835
"16",0.000113063716323403,0.00497045016197594,0.0810256550695771,0.592410365936277,1.79529306019002,1.19149767236287,-1.14551841743687,0.505605440950106
"17",1.94675801018414e-05,0.00117801650032479,0.0268726951756347,0.283770019317627,1.3428415238199,2.06946966693058,-0.600836696643644,-0.084379390657574
"18",1.84678237257358e-06,0.000166768299922946,0.00575820487102699,0.0944266319274904,0.734010938427169,2.24359670025764,0.961484466546149,-0.927171230316162
"19",5.16980870248754e-08,8.26202479921762e-06,0.000511115584830175,0.0153394269104003,0.227683510787595,1.48645495829751,2.78741918768348,-0.801903383212874
"20",2.36388143689419e-11,1.19935635078606e-08,2.38109125345187e-06,0.000233467254638672,0.011704110146295,0.278114849764366,2.44878988416243,3.10501328689649
